run_id,vehicle_id,timestamp_min,current_node,next_node,route_index,delayed_min,reroute_triggered
run_2026-03-17_22-25-09,0,0.0,0,6,0,0.0,False
run_2026-03-17_22-25-09,1,0.0,0,10,0,0.0,False
run_2026-03-17_22-25-09,2,0.0,0,1,0,0.0,False
run_2026-03-17_22-25-09,0,5.0,0,6,0,0.0,False
run_2026-03-17_22-25-09,1,5.0,0,10,0,0.0,False
run_2026-03-17_22-25-09,2,5.0,0,1,0,0.0,False
run_2026-03-17_22-25-09,0,10.0,0,6,0,0.0,False
run_2026-03-17_22-25-09,1,10.0,0,10,0,0.0,False
run_2026-03-17_22-25-09,2,10.0,1,3,0,6.6,False
run_2026-03-17_22-25-09,0,15.0,6,13,0,6.1,False
run_2026-03-17_22-25-09,1,15.0,0,10,0,0.0,False
run_2026-03-17_22-25-09,2,15.0,1,3,0,1.6,False
run_2026-03-17_22-25-09,0,20.0,6,13,0,1.1,False
run_2026-03-17_22-25-09,1,20.0,10,4,0,9.1,False
run_2026-03-17_22-25-09,2,20.0,1,3,0,0.0,False
run_2026-03-17_22-25-09,0,25.0,6,13,0,0.0,False
run_2026-03-17_22-25-09,1,25.0,10,4,0,4.1,False
run_2026-03-17_22-25-09,2,25.0,1,3,0,0.0,False
run_2026-03-17_22-25-09,0,30.0,6,13,0,0.0,False
run_2026-03-17_22-25-09,1,30.0,10,4,0,0.0,False
run_2026-03-17_22-25-09,2,30.0,1,3,0,0.0,False
run_2026-03-17_22-25-09,0,35.0,6,13,0,0.0,False
run_2026-03-17_22-25-09,1,35.0,10,4,0,0.0,False
run_2026-03-17_22-25-09,2,35.0,1,3,0,5.0,False
run_2026-03-17_22-25-09,0,40.0,6,13,0,0.0,False
run_2026-03-17_22-25-09,1,40.0,10,4,0,0.0,False
run_2026-03-17_22-25-09,2,40.0,1,3,0,0.0,False
run_2026-03-17_22-25-09,0,45.0,13,,0,0.0,False
run_2026-03-17_22-25-09,1,45.0,10,4,0,0.0,False
run_2026-03-17_22-25-09,2,45.0,1,3,0,0.0,False
run_2026-03-17_22-25-09,1,50.0,10,4,0,0.0,False
run_2026-03-17_22-25-09,2,50.0,1,3,0,0.0,False
run_2026-03-17_22-25-09,1,55.0,10,4,0,0.0,False
run_2026-03-17_22-25-09,2,55.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,60.0,10,4,0,0.0,True
run_2026-03-17_22-25-09,2,60.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,65.0,10,4,0,0.0,True
run_2026-03-17_22-25-09,2,65.0,1,12,0,5.0,True
run_2026-03-17_22-25-09,1,70.0,10,4,0,0.0,True
run_2026-03-17_22-25-09,2,70.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,75.0,10,4,0,0.0,True
run_2026-03-17_22-25-09,2,75.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,80.0,10,4,0,0.0,True
